research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.nsp_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.nsp_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.nsp_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.fievre_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.fievre_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.fievre_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.fievre_garcons_18plus,numerical,direct_reporting
nutrition,MAS,admin_0,NA,NA,sum_nut_2_muac.masfille_0_5,numerical,direct_reporting
nutrition,MAS,admin_0,NA,NA,sum_nut_2_muac.masgarcon_0_5,numerical,direct_reporting
nutrition,MAM,admin_0,NA,NA,sum_nut_2_muac.mamfille_0_5,numerical,direct_reporting
nutrition,MAM,admin_0,NA,NA,sum_nut_2_muac.mamgarcon_0_5,numerical,direct_reporting
education,inscription,admin_0,NA,NA,sum_educ_2_inscrit_18_19.filles_7_12,numerical,direct_reporting
education,inscription,admin_0,NA,NA,sum_educ_2_inscrit_18_19.filles_13_18,numerical,direct_reporting
education,inscription,admin_0,NA,NA,sum_educ_2_inscrit_18_19.garcons_7_12,numerical,direct_reporting
education,inscription,admin_0,NA,NA,sum_educ_2_inscrit_18_19.garcons_13_18,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_7_12.12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_7_12.6m_12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_7_12.3m_6m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_7_12.0m_3m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_7_12.0m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_13_18.12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_13_18.6m_12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_13_18.3m_6m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_13_18.0m_3m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.filles_13_18.0m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_7_12.12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_7_12.6m_12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_7_12.3m_6m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_7_12.0m_3m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_7_12.0m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_13_18.12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_13_18.6m_12m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_13_18.3m_6m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_13_18.0m_3m,numerical,direct_reporting
education,presence,admin_0,NA,NA,sum_educ_3_presence_18_19.garcons_13_18.0m,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.descol_autre,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.descol_acces,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.descol_enseignement,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.scol_non_opti,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.scol_ok,numerical,direct_reporting
education,handicap,admin_0,NA,NA,aggregation_result_educ_4_handi_acces.autre,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.agric,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.peche,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.elevage,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.carriere,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.petit_commerce,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.restauration,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.artisanat,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.travaux_domestiques,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.construction,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.transport,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.recrutes,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.prostitution,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.autre,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,sum_protect_10.nsp,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sum_sante_1_accouch_lieu,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,bidons_oui_non,numerical,direct_reporting
abris,abris,admin_0,NA,NA,taille_abri_pp,numerical,direct_reporting
info_gen,demo,admin_0,NA,NA,sum_agegrp_0_17,numerical,direct_reporting
info_gen,demo,admin_0,NA,NA,sum_agegrp_18plus,numerical,direct_reporting
protection,enfants,admin_0,NA,NA,protect_9_aumoinsunvul,categorical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,moust_pp,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,sup_couchage_pp,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,draps_pp,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_bidons,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_seau,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_moust,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_casserole,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_couchage,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_draps,numerical,direct_reporting
nfi,score_nfi,admin_0,NA,NA,score_nfi,numerical,direct_reporting
nfi,sphere,admin_0,NA,NA,sphere_nfi,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_bache,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_kitcuisine,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_habits,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_doc_legal,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_doc_prop,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_semance,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_outils_aratoires,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_cendres,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,savon_toilette_azur_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,savon_lessive_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,pot_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,gobelet_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,serviette_hyg_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,bidons_cap_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_seaux_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_mousticaire_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_casseroles_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_couchage_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_draps_aumoinsun,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,sum_other_items,numerical,direct_reporting
item_list,item_list,admin_0,NA,NA,sum_item_list,numerical,direct_reporting
wash,hygiene,admin_0,NA,NA,lavage_mains_momentscles_savon,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,rcsi,numerical,direct_reporting
wash,acces_eau,admin_0,NA,NA,source_amelioree,categorical,direct_reporting
