research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type
modif,modif,,,,sum_educ_3_presence_18_19.garcons_7_12.6m_12m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_7_12.3m_6m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_7_12.0m_3m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_7_12.0m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_13_18.12m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_13_18.6m_12m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_13_18.3m_6m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_13_18.0m_3m,integer,
modif,modif,,,,sum_educ_3_presence_18_19.garcons_13_18.0m,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.descol_autre,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.descol_acces,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.descol_enseignement,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.scol_non_opti,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.scol_ok,integer,
modif,modif,,,,aggregation_result_educ_4_handi_acces.autre,integer,
modif,modif,,,,sum_sante_1_accouch_lieu,categorical,
modif,modif,,,,bidons_oui_non,integer,
modif,modif,,,,sum_agegrp_0_17,integer,
modif,modif,,,,sum_agegrp_18plus,integer,
modif,modif,,,,savon_toilette_azur_aumoinsun,integer,
modif,modif,,,,savon_lessive_aumoinsun,integer,
modif,modif,,,,pot_aumoinsun,integer,
modif,modif,,,,gobelet_aumoinsun,integer,
modif,modif,,,,serviette_hyg_aumoinsun,integer,
modif,modif,,,,bidons_cap_aumoinsun,integer,
modif,modif,,,,nb_seaux_aumoinsun,integer,
modif,modif,,,,nb_mousticaire_aumoinsun,integer,
modif,modif,,,,nb_casseroles_aumoinsun,integer,
modif,modif,,,,nb_couchage_aumoinsun,integer,
modif,modif,,,,nb_draps_aumoinsun,integer,
modif,modif,,,,sum_other_items,integer,
modif,modif,,,,hhs_nofood_score,integer,
modif,modif,,,,hhs_sleephungry_score,integer,
modif,modif,,,,hhs_daynighthunger_score,integer,
modif,modif,,,,hhs_score,integer,
modif,modif,,,,secal_11_lcs_actifs_non_prod_score,integer,
modif,modif,,,,secal_11_lcs_actifs_prod_score,integer,
modif,modif,,,,secal_11_lcs_reduire_dep_score,integer,
modif,modif,,,,secal_11_lcs_dep_epargne_score,integer,
modif,modif,,,,secal_11_lcs_emprunter_score,integer,
modif,modif,,,,secal_11_lcs_retirer_ecole_score,integer,
modif,modif,,,,secal_11_lcs_vendre_maison_score,integer,
modif,modif,,,,secal_11_lcs_activites_risquees_score,integer,
modif,modif,,,,secal_11_lcs_mendier_score,integer,
modif,modif,,,,secal_11_lcs_vendre_animaux_score,integer,
modif,modif,,,,secal_11_lcs_consommer_semences_score,integer,
modif,modif,,,,lcs_urgence,integer,
modif,modif,,,,lcs_crise,integer,
modif,modif,,,,lcs_stress,integer,
modif,modif,,,,lcs_minimal,integer,
modif,modif,,,,lcs_total,integer,
modif,modif,,,,fcs_score2,integer,
modif,modif,,,,fcs_score_poor,integer,
modif,modif,,,,fcs_score_borderline,integer,
modif,modif,,,,fcs_score_acceptable,integer,
modif,modif,,,,rcsi_high,integer,
modif,modif,,,,rcsi_med,integer,
modif,modif,,,,rcsi_low,integer,
modif,modif,,,,hhs_light,integer,
modif,modif,,,,hhs_moderate,integer,
modif,modif,,,,hhs_severe,integer,
modif,modif,,,,source_eau_boisson,categorical,
modif,modif,,,,source_eau_autresusages,categorical,
modif,modif,,,,source_eau_combinee,categorical,
modif,modif,,,,enfants_ecole_6mois,integer,
modif,modif,,,,aumoins_unadulte_secu,integer,
modif,modif,,,,aumoins_unenfant_secu,integer,
modif,modif,,,,urban_rural,categorical,
modif,modif,,,,sante_indicator_accouchement_assiste,integer,
modif,modif,,,,sante_indicator_accouchement_non_assiste,integer,
modif,modif,,,,sante_indicator_accouchement_nsp,integer,
modif,modif,,,,sante_5_deces_5moins,integer,
protection,pin,,,,aumoinsun_enfant_detressepsychosociale,integer,
