index,value,variable,has_issue,issue_type,Réponse correcte
1546,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
1866,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
1981,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2264,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2281,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2301,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2516,10500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2759,11200,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2894,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2906,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
2984,25000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3128,11000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3281,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3289,40000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3294,40000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3322,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3340,25000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3363,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3391,18000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3395,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3399,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3405,25000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3500,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3563,60000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
3954,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4030,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4293,11000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4334,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4355,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4488,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4528,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4533,90000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4566,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4607,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4908,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4962,13000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4966,17500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4968,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4970,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4973,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
4980,25000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5095,18000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5190,13500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5374,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5543,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5852,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
5946,14000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6100,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6407,14500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6414,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6738,12500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6764,12500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
6889,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7086,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7208,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7239,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7265,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7457,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7608,13500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7760,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7761,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7768,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7852,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7855,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7874,30000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7935,14000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7939,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
7989,18000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
8069,20000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
8073,18000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
8087,15000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
8740,13500,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
9132,12000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
9250,18000,mssc_3_dep_30J_hyg,TRUE,normal distribution outlier,
1030,1,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
1238,50,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
2884,1,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
2889,30,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
3201,3,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
3378,50,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
4351,1,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
4974,2,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
5267,1,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
5523,8,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
6838,1,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
7247,8,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
7259,50,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
7715,5,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
7743,8,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
9214,50,mssc_3_dep_30J_tabac_alc,TRUE,log normal distribution outlier,
27,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
266,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
463,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
604,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
847,1045000,mssc_3_depense_totale,TRUE,log normal distribution outlier,
970,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
983,301,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1055,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1334,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1349,215,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1573,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1669,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1698,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1833,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1865,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1868,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1876,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1883,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1956,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1969,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
1999,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2538,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2570,50,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2575,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2582,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2585,501,mssc_3_depense_totale,TRUE,log normal distribution outlier,
2881,1,mssc_3_depense_totale,TRUE,log normal distribution outlier,
3452,507,mssc_3_depense_totale,TRUE,log normal distribution outlier,
3521,5,mssc_3_depense_totale,TRUE,log normal distribution outlier,
3532,505,mssc_3_depense_totale,TRUE,log normal distribution outlier,
3928,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
3979,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
4001,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
4052,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
4598,167,mssc_3_depense_totale,TRUE,log normal distribution outlier,
4789,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
4930,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5000,3,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5571,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5749,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5750,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5757,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5767,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5769,250,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5783,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5898,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5903,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5904,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5909,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
5962,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
6320,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
6360,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
6790,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7043,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7077,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7080,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7102,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7314,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7351,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7360,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7364,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7367,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7369,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7382,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7398,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7399,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7400,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7401,400,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7556,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
7895,300,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8323,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8380,500,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8427,301,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8850,200,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8878,357,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8880,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8882,307,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8896,505,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8904,7,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8912,7,mssc_3_depense_totale,TRUE,log normal distribution outlier,
8956,100,mssc_3_depense_totale,TRUE,log normal distribution outlier,
86,349800,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
287,315000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
319,350000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
505,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
614,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
644,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
664,252000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
893,250000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1055,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1400,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1408,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1555,8,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1587,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1589,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1684,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1687,75,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1693,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1782,3.00E+05,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1788,315000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1789,320000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
1982,1.00E+06,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2251,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2340,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2342,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2345,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2349,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2472,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2525,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2570,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2581,125,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2590,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
2817,30,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3083,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3113,3.00E+05,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3281,1200000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3644,3.00E+05,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3711,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
3942,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
4001,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
4008,3,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
4122,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
4249,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
4585,450000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
5000,2,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
5256,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
5321,556000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
5783,780000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
5914,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
6394,318000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
6400,755000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
6953,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7073,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7292,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7416,3.00E+05,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7570,150,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7573,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
7931,450000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
8673,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
8924,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
9132,630000,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
9139,7.00E+05,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
9251,100,mssc_4_dep_6M_sante,TRUE,log normal distribution outlier,
85,210000,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
847,5.00E+05,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
2553,200,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3297,225000,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3399,4.00E+05,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3495,6,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3531,22,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3714,400,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3857,3.00E+05,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
3968,30,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
4008,2,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
4072,8,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
4296,2,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
4300,2,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
6317,8,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
7395,3,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
7419,100,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
8952,300,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
9139,280000,mssc_4_dep_6M_vet,TRUE,log normal distribution outlier,
172,2.00E+05,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
267,186000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
320,265500,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
1258,5000001,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
1927,250000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
2111,180000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
3399,390000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
3407,200006,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
4572,370000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
4591,650000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
4603,550000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
5403,661700,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
5799,450000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
7618,243000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
7874,250000,mssc_4_dep_6M_educ,TRUE,normal distribution outlier,
320,492000,mssc_4_dep_6M_dettes,TRUE,normal distribution outlier,
4592,1.00E+07,mssc_4_dep_6M_dettes,TRUE,normal distribution outlier,
4827,4.00E+05,mssc_4_dep_6M_dettes,TRUE,normal distribution outlier,
6394,1800000,mssc_4_dep_6M_dettes,TRUE,normal distribution outlier,
8914,6.00E+05,mssc_4_dep_6M_dettes,TRUE,normal distribution outlier,
1248,2,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
1260,1,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
1513,8,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
1644,9,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
1832,3,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
1933,2,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
2065,8,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
2305,50,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
2800,450000,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
3192,650000,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
3434,2,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
4008,3,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
4661,2,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5345,8.00E+05,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5437,1,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5445,450000,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5461,3,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5730,1,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
5833,8,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
7071,8,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
7100,100,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
7552,450000,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
7696,1,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
9014,610000,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
9067,1,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
9146,7.00E+05,mssc_4_dep_6M_construction_log,TRUE,log normal distribution outlier,
608,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
847,5.00E+05,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
1263,2,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
2996,8,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
3470,8,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
4008,3,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
4305,3,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
4661,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
5077,2,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
5082,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
5863,2,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
6309,6,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7696,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7697,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7698,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7699,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7703,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7706,2,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7708,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
7891,8,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
8865,25,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
8867,25,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
9055,1,mssc_4_dep_6M_fete,TRUE,log normal distribution outlier,
264,1,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
265,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1248,7,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1260,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1263,3,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1436,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1826,7,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1832,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1862,5,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1926,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1935,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1941,4,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1962,4,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1966,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1968,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1983,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
2005,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
2553,50,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
2572,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
2590,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
3399,240000,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
3945,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4008,3,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4296,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4300,3,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4320,1,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4485,2.00E+05,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
4661,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
6906,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
7042,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8929,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8934,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8947,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8949,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8968,2,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
8976,100,mssc_4_dep_6M_intr_agr,TRUE,log normal distribution outlier,
1263,1,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
1826,2,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
1941,2,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
1962,2,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
3434,3,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
4008,3,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
4130,8,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
4300,6,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
4343,2,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
4364,1,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
5044,3,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
5324,6,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
5822,6,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
5852,1,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
7706,1,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
8968,2,mssc_4_dep_6M_intr_el,TRUE,log normal distribution outlier,
867,250,mssc_4_dep_6M_autre,TRUE,log normal distribution outlier,
267,92,FCS_score,TRUE,normal distribution outlier,
275,92,FCS_score,TRUE,normal distribution outlier,
281,101,FCS_score,TRUE,normal distribution outlier,
282,110,FCS_score,TRUE,normal distribution outlier,
293,100,FCS_score,TRUE,normal distribution outlier,
308,93,FCS_score,TRUE,normal distribution outlier,
357,91,FCS_score,TRUE,normal distribution outlier,
847,108,FCS_score,TRUE,normal distribution outlier,
872,93,FCS_score,TRUE,normal distribution outlier,
879,102,FCS_score,TRUE,normal distribution outlier,
895,92,FCS_score,TRUE,normal distribution outlier,
901,93,FCS_score,TRUE,normal distribution outlier,
943,97,FCS_score,TRUE,normal distribution outlier,
